id,Nombre,Ciudad,Año,Kilometros,Combustible,Tipo_marchas,Mano,Consumo,Motor_CC,Potencia,Asientos,Descuento,Precio_cat
700,Honda Amaze VX Petrol,B,2014,21000,Petrol,Manual,First,19.5 kmpl,1199 CC,86.76 bhp,5.0,8.99,3
701,Mahindra XUV500 W8 2WD,H,2012,82103,,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,,3
702,Maruti Swift Dzire VDI Optional,C,2016,23000,Diesel,Manual,First,,1248 CC,74 bhp,5.0,,3
703,Mahindra Scorpio S6 7 Seater,I,2015,52373,Diesel,Manual,,15.4 kmpl,2179 CC,120 bhp,7.0,,4
704,Maruti Alto 800 VXI,I,2016,24300,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,2
705,Volkswagen Passat Diesel Highline 2.0 TDI,I,2011,42500,Diesel,Automatic,First,18.33 kmpl,1968 CC,167.7 bhp,5.0,,3
706,Honda City 1.5 V AT Exclusive,G,2009,89000,Petrol,Automatic,First,17.0 kmpl,1497 CC,118 bhp,5.0,,3
707,Maruti Swift VXI,E,2016,18094,Petrol,Manual,Second,18.6 kmpl,1197 CC,85.8 bhp,5.0,,3
708,Tata Indica Vista Quadrajet 90 ZX Plus,J,2012,27000,Diesel,Manual,First,22.3 kmpl,1248 CC,88.8 bhp,,,3
709,Audi A6 2011-2015 3.0 TDI Quattro Premium Plus,C,2012,50001,Diesel,Automatic,First,14.57 kmpl,2967 CC,,5.0,,5
710,Hyundai Accent CRDi,B,2005,150000,Diesel,Manual,First,13.1 kmpl,1493 CC,82 bhp,5.0,,1
711,Toyota Camry 2.5 Hybrid,C,2018,17585,Petrol,Automatic,First,19.16 kmpl,2494 CC,157.7 bhp,5.0,,5
712,Ford Ecosport 1.5 DV5 MT Titanium,C,2014,72100,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,3
713,Volkswagen Ameo 1.5 TDI Comfortline,G,2016,58095,Diesel,Manual,First,21.66 kmpl,1498 CC,108.62 bhp,5.0,9.19,3
714,Audi Q3 2012-2015 35 TDI Quattro Premium Plus,J,2016,42000,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5.0,,5
715,Skoda Laura Ambiente,F,2008,122397,Diesel,Manual,First,17.5 kmpl,1896 CC,106 bhp,5.0,,3
716,Hyundai i10 Sportz,K,2008,84000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2
717,Audi A4 1.8 TFSI,B,2011,53000,Petrol,Automatic,First,12.3 kmpl,1781 CC,163.2 bhp,5.0,,4
718,Audi A4 2.0 TDI Multitronic,J,2009,88000,Diesel,Automatic,First,16.55 kmpl,1968 CC,140 bhp,5.0,,4
719,Mahindra Xylo H4,D,2016,215000,Diesel,Manual,First,14.02 kmpl,2179 CC,118.3 bhp,7.0,11.67,4
720,Ford Ecosport 1.5 DV5 MT Ambiente,H,2014,147898,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,3
721,Maruti Celerio VXI AMT,D,2015,55000,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,6,3
722,Volkswagen Vento Petrol Highline,B,2014,45000,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,5.0,,3
723,BMW X3 xDrive20d xLine,H,2017,36935,Diesel,Automatic,First,18.56 kmpl,1995 CC,190 bhp,5.0,,5
724,Maruti Ertiga VDI,B,2018,14000,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7.0,11.66,4
725,Honda Amaze VX i-Vtech,B,2016,17362,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,,3
726,Hyundai Santro Xing GLS,D,2009,136642,Petrol,Manual,Second,17.92 kmpl,1086 CC,62.1 bhp,5.0,,1
727,Maruti Swift Dzire Tour LDI,B,2015,130000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,,2
728,Hyundai Grand i10 Asta Option,B,2017,13000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,3
729,Maruti Ciaz AT ZXi,B,2014,46738,Petrol,Automatic,First,19.12 kmpl,1373 CC,91.1 bhp,5.0,,3
730,Renault Duster Petrol RxL,B,2014,71300,Petrol,Manual,First,13.06 kmpl,1598 CC,102.53 bhp,5.0,,3
,,B,2012,42000,Petrol,Manual,First,9.8 kmpl,2354 CC,180 bhp,5.0,,3
732,Jaguar XF 2.2 Litre Luxury,C,2014,55001,Diesel,Automatic,First,16.36 kmpl,2179 CC,187.7 bhp,5.0,,5
733,Honda Accord 2.4 A/T,B,2011,54774,Petrol,Automatic,First,11.7 kmpl,2354 CC,177.6 bhp,5.0,,3
734,Honda Amaze S i-Dtech,H,2016,58950,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,3
735,Hyundai Xcent 1.1 CRDi SX Option,G,2014,65000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5.0,,3
736,Maruti Swift Dzire VDi,G,2014,65000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5.0,,3
737,Skoda Rapid 1.6 TDI Elegance,F,2013,93000,Diesel,Manual,First,20.5 kmpl,1598 CC,103.5 bhp,5.0,,3
738,Toyota Etios Liva G,D,2015,53713,Petrol,Manual,First,17.71 kmpl,1197 CC,78.9 bhp,5.0,,3
739,Mahindra XUV500 W10 AWD,G,2017,22000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,,5
740,Maruti Ertiga VXI CNG,B,2013,53000,CNG,Manual,First,22.8 kmpl,1373 CC,80.9 bhp,7.0,,3
741,Renault Duster 110PS Diesel RxL,C,2014,142000,Diesel,Manual,Second,19.01 kmpl,1461 CC,108.45 bhp,5.0,,3
742,Maruti Swift DDiS VDI,E,2019,41075,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5.0,,4
743,Skoda Superb 1.8 TFSI MT,L,2010,48002,Petrol,Manual,Second,13.14 kmpl,1798 CC,157.8 bhp,5.0,,3
744,Honda City 1.5 V MT,F,2011,66276,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,3
745,Honda City i VTEC VX,I,2014,39000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,,3
746,Maruti SX4 Zxi with Leather BSIII,D,2010,87000,Petrol,Manual,First,15.6 kmpl,1586 CC,104.68 bhp,5.0,,2
747,Maruti Ritz VXi,I,2011,50000,Petrol,,Second,18.5 kmpl,1197 CC,85.80 bhp,5.0,,1
748,Hyundai Verna 1.6 SX CRDi (O),G,2012,75200,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,,,3
749,Hyundai Xcent 1.2 Kappa AT SX Option,B,2015,41000,Petrol,Automatic,First,16.9 kmpl,1197 CC,82 bhp,5.0,,3
750,BMW 3 Series 320d,F,2013,48183,Diesel,Automatic,First,13.2 kmpl,1995 CC,170 bhp,5.0,,5
751,Hyundai i20 Asta 1.2,E,2016,40310,Petrol,Manual,First,18.6 kmpl,,81.83 bhp,5.0,,3
752,Porsche Cayman 2009-2012 S tiptronic,B,2011,8000,Petrol,,First,9.0 kmpl,3436 CC,,2.0,,5
753,Volkswagen Ameo 1.2 MPI Anniversary Edition,C,2018,20000,Petrol,Manual,First,17.0 kmpl,1198 CC,74 bhp,5.0,,3
754,Mahindra Scorpio 2009-2014 VLX 4WD AT 7S BSIV,J,2012,85000,Diesel,Automatic,First,11.79 kmpl,2179 CC,120 bhp,7.0,,3
755,Jeep Compass 2.0 Longitude,H,2018,42203,Diesel,Manual,First,17.1 kmpl,1956 CC,170 bhp,5.0,21.72,5
756,Skoda Fabia 1.2 Petrol Active,G,2010,72000,Petrol,Manual,First,16.25 kmpl,1198 CC,73.9 bhp,5.0,,2
757,Renault Duster 110PS Diesel RxL,K,2014,73557,Diesel,Manual,First,19.6 kmpl,1461 CC,108.45 bhp,5.0,,4
758,Volkswagen Vento 1.5 TDI Comfortline AT,F,2014,75000,Diesel,Automatic,First,21.21 kmpl,1498 CC,103.2 bhp,5.0,,4
759,Volkswagen Polo Petrol Highline 1.2L,K,2013,37000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,,3
760,Skoda Superb Elegance 1.8 TSI AT,C,2009,108000,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5.0,,3
761,Hyundai Grand i10 Asta Option AT,E,2017,28052,Petrol,Automatic,First,18.9 kmpl,1197 CC,,5.0,,4
762,BMW X5 xDrive 30d,E,2016,17738,Diesel,Automatic,First,15.3 kmpl,2993 CC,258 bhp,5.0,,5
763,Jaguar XJ 3.0L Portfolio,F,2015,26000,Diesel,Automatic,First,14.47 kmpl,2993 CC,301.73 bhp,5.0,,5
764,Honda City i-VTEC CVT VX,C,2018,4500,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,15.17,4
765,Maruti Ciaz VDi Plus SHVS,B,2016,38151,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,,4
766,Toyota Etios Liva V,B,2013,8950,Petrol,Manual,First,17.71 kmpl,1197 CC,78.9 bhp,5.0,,3
767,Honda City V MT,C,2012,69000,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,5.0,,3
768,Maruti Ciaz AT ZXi,B,2015,50940,Petrol,Automatic,First,19.12 kmpl,1373 CC,91.1 bhp,5.0,,3
769,Toyota Innova 2.5 G3,F,2007,162000,Diesel,Manual,Second,12.8 kmpl,2494 CC,102 bhp,8.0,,3
770,Ford Figo Diesel EXI,L,2012,55005,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,,2
771,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,E,2018,36797,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5.0,,5
772,Maruti Alto 800 2016-2019 VXI,E,2018,26234,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5.0,,3
773,Renault Duster 110PS Diesel RxL AMT,K,2016,26000,Diesel,Automatic,Second,19.6 kmpl,1461 CC,108.45 bhp,5.0,,4
774,Maruti Alto 800 LXI,H,2016,32227,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,3
775,Renault Duster 85PS Diesel RxL Optional,G,2014,75000,Diesel,Manual,First,20.46 kmpl,1461 CC,83.8 bhp,5.0,,4
776,Ford Figo Diesel Titanium,K,2012,32510,Diesel,Manual,Second,20.0 kmpl,1399 CC,68 bhp,5.0,,3
777,Toyota Corolla Altis G,J,2012,87615,Petrol,Manual,First,14.53 kmpl,1798 CC,138.1 bhp,5.0,,3
778,Maruti Baleno LXI,C,2006,155000,Petrol,Manual,Third,15.4 kmpl,1590 CC,94 bhp,5.0,,1
779,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,J,2011,70000,Diesel,Automatic,First,14.21 kmpl,2143 CC,203 bhp,5.0,,4
780,Mahindra Bolero ZLX,G,2013,63000,Diesel,Manual,First,15.96 kmpl,2523 CC,62.1 bhp,7.0,11.15,3
781,Toyota Corolla Altis 2008-2013 1.8 VL AT,H,2016,41617,,Automatic,First,14.53 kmpl,1794 CC,138.1 bhp,5.0,,4
782,Mercedes-Benz E-Class 2009-2013 E350 Petrol,I,2009,43600,Petrol,Automatic,First,10.93 kmpl,3498 CC,272 bhp,5.0,,4
783,Hyundai i10 Magna AT,K,2008,58483,Petrol,Automatic,Second,,1197 CC,80 bhp,5.0,,2
784,Hyundai Verna CRDi SX,C,2012,94900,Diesel,Manual,First,16.8 kmpl,1493 CC,110 bhp,5.0,,3
785,Hyundai Xcent 1.2 Kappa S Option CNG,J,2016,36676,CNG,Manual,First,25.0 kmpl,1197 CC,81.86 bhp,5.0,,3
786,BMW 3 Series 320d,B,2009,52100,Diesel,Automatic,Second,13.2 kmpl,1995 CC,170 bhp,5.0,,4
787,Maruti Ertiga VDI,C,2016,54161,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7.0,11.27,4
788,Maruti Swift VDI BSIV W ABS,F,2016,64000,Diesel,Manual,First,17.8 kmpl,1248 CC,,5.0,,3
789,Honda Mobilio V Option i DTEC,B,2014,80000,Diesel,Manual,Second,24.2 kmpl,1498 CC,98.6 bhp,7.0,,3
790,Ford Endeavour 3.2 Titanium AT 4X4,D,2017,17000,Diesel,,First,10.91 kmpl,3198 CC,197 bhp,7.0,,5
791,Ford Figo Diesel EXI,F,2015,84000,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5.0,,3
792,Honda City 1.5 S MT,I,2011,45501,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,2
793,Hyundai i20 Magna Optional 1.2,H,2014,42315,Petrol,Manual,First,18.5 kmpl,1197 CC,82.9 bhp,5.0,,3
794,Audi Q7 3.0 TDI Quattro Technology,F,2014,60000,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7.0,,5
795,Volkswagen Polo 1.2 MPI Highline,C,2017,54000,Petrol,Manual,Second,16.2 kmpl,,74 bhp,5.0,,3
796,Nissan Terrano XL,B,2013,31000,Petrol,Manual,First,13.24 kmpl,1598 CC,102.5 bhp,5.0,,3
797,Tata Indigo CS eVX,C,2016,52000,Diesel,Manual,Second,25.0 kmpl,1396 CC,69.01 bhp,5.0,,2
798,Honda City V AT,E,,60908,Petrol,Automatic,Second,15.6 kmpl,1497 CC,,5.0,,3
799,Land Rover Freelander 2 SE,F,2011,,Diesel,Automatic,First,12.39 kmpl,2179 CC,147.51 bhp,5.0,,5
800,Maruti Ciaz ZDi Plus,B,2016,29000,Diesel,Manual,First,26.21 kmpl,1248 CC,88.5 bhp,5.0,,4
801,Audi Q7 35 TDI Quattro Technology,,2016,28733,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,7.0,,5
802,Mahindra Bolero ZLX,G,2016,65000,Diesel,Manual,First,15.96 kmpl,2523 CC,62.1 bhp,7.0,11.15,4
803,Hyundai Santro Xing GL Plus,J,2013,60000,Petrol,Manual,First,17.92 kmpl,1086 CC,62.1 bhp,5.0,,2
804,BMW 5 Series 525d Sedan,F,2013,93000,Diesel,Automatic,First,16.73 kmpl,2993 CC,218 bhp,5.0,,5
805,Volkswagen Polo 1.5 TDI Highline,D,2017,25000,Diesel,Manual,First,20.14 kmpl,1498 CC,88 bhp,5.0,9.97,3
806,Honda City i DTEC SV,I,2014,26000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,,3
807,Hyundai Grand i10 Sportz,L,2017,17125,Petrol,,First,18.9 kmpl,1197 CC,82 bhp,5.0,,3
808,Mahindra XUV500 W8 2WD,H,2013,87736,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,,3
809,Mercedes-Benz E-Class E 350 d,E,2019,9312,Diesel,Automatic,First,18.0 kmpl,2987 CC,258 bhp,5.0,92.5,5
810,Volkswagen Polo 1.5 TDI Highline,E,2018,33558,Diesel,Manual,First,20.14 kmpl,1498 CC,88 bhp,5.0,10.32,4
811,Hyundai i20 1.2 Sportz,L,2013,40000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,,3
812,Renault Duster 85PS Diesel RxL Optional,K,2013,75371,Diesel,Manual,First,20.46 kmpl,1461 CC,83.8 bhp,5.0,,3
813,Nissan Micra Diesel XV,F,2011,123880,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,5.0,,3
814,Volkswagen Vento Diesel Comfortline,C,2012,75000,Diesel,Manual,Third,20.54 kmpl,1598 CC,103.6 bhp,5.0,,3
815,Hyundai Grand i10 AT Asta,E,2017,22526,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5.0,,4
816,Maruti Vitara Brezza ZDi Plus,E,2018,52380,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,12.47,4
817,Tata Safari Storme VX,G,2016,36000,Diesel,Manual,First,14.1 kmpl,2179 CC,148 bhp,7.0,,4
818,BMW 3 Series 320d Luxury Line,B,2013,38000,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5.0,,5
819,Ford Figo Diesel Titanium,K,2010,72000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,,2
820,Mercedes-Benz S-Class 320 L,E,2007,84143,Petrol,Manual,First,13.0 kmpl,2987 CC,210 bhp,5.0,,5
821,Volkswagen Polo GT TDI,,2011,57275,Diesel,Manual,First,19.7 kmpl,1598 CC,103.6 bhp,5.0,,3
822,Hyundai i10 Magna,E,2012,43766,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3
823,Maruti Baleno Sigma 1.2,B,2016,8500,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,,3
824,Mahindra XUV500 W8 2WD,B,2012,35000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,,4
825,Ford EcoSport 1.5 Diesel Trend,H,2017,63423,Diesel,Manual,First,23.0 kmpl,1498 CC,98.96 bhp,5.0,10.42,4
826,Toyota Corolla Altis GL MT,J,2014,60750,Petrol,Manual,First,14.28 kmpl,1798 CC,138.03 bhp,5.0,,4
827,Honda City i VTEC SV,C,2016,27300,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5.0,,3
828,Skoda Yeti Ambition 4X2,I,2012,64284,Diesel,Manual,First,17.72 kmpl,1968 CC,108.49 bhp,5.0,,3
829,Hyundai Creta 1.6 SX,F,2018,9900,Petrol,Manual,First,15.8 kmpl,1591 CC,121.3 bhp,5.0,14.72,4
830,Hyundai Verna 1.6 SX CRDi (O),I,2013,47000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,3
831,Land Rover Range Rover HSE Dynamic,E,2017,49275,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5.0,,5
832,Toyota Innova 2.5 V Diesel 7-seater,K,2007,127079,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7.0,,3
833,Hyundai Creta 1.6 SX Option Diesel,E,2019,24864,Diesel,Manual,First,20.5 kmpl,1582 CC,126.2 bhp,5.0,,5
834,Maruti Alto 800 2016-2019 CNG LXI,H,2017,24310,CNG,Manual,First,33.44 kmpl,796 CC,40.3 bhp,4.0,,3
835,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,I,2012,85122,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,7.0,,4
836,Maruti Alto K10 VXI,F,2016,10000,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5.0,4.53,3
837,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,D,2007,145000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,,,3
838,Renault KWID 1.0 RXT Optional,H,2018,18335,Petrol,Manual,First,21.7 kmpl,999 CC,67 bhp,5.0,4.61,3
839,Hyundai i20 Active 1.2 S,,2015,12000,Petrol,Manual,First,17.19 kmpl,1197 CC,81.86 bhp,5.0,,3
840,Maruti Swift ZXI,B,2016,19000,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5.0,,3
841,Hyundai i10 Era 1.1,J,2011,54000,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,,2
842,Volvo S80 D5,F,2008,79000,Diesel,Automatic,First,13.1 kmpl,2400 CC,215 bhp,5.0,,4
843,Land Rover Range Rover 2.2L Prestige,E,2017,34990,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5.0,,5
844,Volkswagen Polo Diesel Highline 1.2L,F,2013,74000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,,3
845,Honda Amaze SX i-DTEC,I,2015,30000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,3
846,Volkswagen Polo 1.5 TDI Comfortline,G,2015,66000,Diesel,Manual,First,20.14 kmpl,1498 CC,88 bhp,5.0,9.56,3
847,Maruti Swift VDI,H,2013,56263,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,,3
848,Maruti Swift Dzire VDI,J,2013,72486,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,,3
849,Hyundai i20 1.4 CRDi Sportz,C,2011,78958,Diesel,Manual,Second,23.0 kmpl,1396 CC,90 bhp,5.0,,3
850,Volkswagen Polo 1.2 MPI Highline,B,2015,22000,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,,,3
851,Honda BRV i-VTEC V CVT,H,2017,35676,Petrol,Automatic,First,16.0 kmpl,1497 CC,117.3 bhp,7.0,14.65,4
852,Ford Figo Diesel ZXI,D,2010,90000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,,2
853,Tata Tiago 1.2 Revotron XT Option,E,2019,16698,Petrol,Manual,First,23.84 kmpl,1199 CC,84 bhp,5.0,6.21,3
854,Hyundai i10 Sportz 1.2,F,2011,60000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2
855,Skoda Laura Ambiente 2.0 TDI CR MT,J,2011,85000,Diesel,Manual,Second,20.0 kmpl,1968 CC,108.5 bhp,5.0,,3
856,Hyundai Accent GLE,F,2004,110000,Petrol,Manual,First,13.2 kmpl,1495 CC,94 bhp,5.0,,1
857,Maruti Swift Dzire ZXI,B,2014,48241,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5.0,,3
858,Nissan Sunny 2011-2014 Diesel XV,B,2012,38800,Diesel,Manual,First,21.64 kmpl,1461 CC,,5.0,,3
859,Mahindra Scorpio SLE BSIV,C,2012,99000,Diesel,Manual,Third,12.05 kmpl,2179 CC,120 bhp,8.0,,3
860,Ford Figo Diesel Titanium,F,2012,73500,Diesel,Manual,Second,20.0 kmpl,1399 CC,68 bhp,5.0,,2
861,Hyundai Creta 1.6 SX Plus Diesel,H,2018,35480,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,,4
862,Mahindra XUV500 W8 2WD,K,2013,71231,Diesel,Manual,Second,16.0 kmpl,2179 CC,140 bhp,7.0,,4
863,Hyundai i20 Asta 1.4 CRDi,E,2016,44487,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,,4
864,Maruti Swift Dzire 1.2 Vxi BSIV,J,2011,69313,Petrol,Manual,Second,17.5 kmpl,1197 CC,85.8 bhp,5.0,,2
865,Mahindra Scorpio 1.99 S10 4WD,H,2016,56739,Diesel,Manual,First,15.4 kmpl,1997 CC,120 bhp,7.0,,4
866,Toyota Etios G SP,K,2013,132000,Petrol,Manual,First,16.78 kmpl,1496 CC,88.73 bhp,5.0,,3
867,Tata Nano Twist XT,E,2015,25811,Petrol,Manual,Second,25.4 kmpl,624 CC,37.5 bhp,4.0,,1
868,Chevrolet Cruze LTZ,E,2018,52073,Diesel,Manual,Second,18.3 kmpl,1991 CC,147.9 bhp,5.0,,4
869,Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,C,2007,220000,Petrol,Automatic,Second,11.74 kmpl,1796 CC,186 bhp,5.0,,3
870,Maruti Celerio ZXI Optional AMT,H,2018,12278,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,5.95,3
871,Mercedes-Benz New C-Class C 220 CDI Elegance AT,L,2014,78616,Diesel,Automatic,Second,14.84 kmpl,2143 CC,170 bhp,5.0,,5
872,Maruti Baleno Zeta Automatic,E,2018,38852,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,,4
873,Mahindra Scorpio 1.99 S8,J,2017,30000,Diesel,Manual,First,15.4 kmpl,1997 CC,120 bhp,7.0,,4
874,Maruti Swift ZXI,D,2013,49000,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5.0,,3
875,Audi Q5 2008-2012 2.0 TDI,H,2013,12467,Diesel,Automatic,First,12.8 kmpl,1968 CC,167.6 bhp,5.0,,5
876,Honda City i VTEC VX,F,2016,36891,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5.0,,4
877,Mahindra XUV500 W6 2WD,B,2015,82000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,,4
878,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,K,2014,52000,Diesel,Automatic,First,12.0 kmpl,,224 bhp,7.0,,5
879,Skoda Octavia Ambition Plus 2.0 TDI AT,I,2013,775000,Diesel,Automatic,First,19.3 kmpl,1968 CC,141 bhp,5.0,,4
880,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,B,2014,95000,Diesel,Manual,Second,12.8 kmpl,2494 CC,102 bhp,8.0,,4
881,Tata Indica Vista Aura 1.3 Quadrajet,C,2012,91183,Diesel,Manual,First,18.0 kmpl,1248 CC,75 bhp,,,2
882,Mercedes-Benz GLC 220d 4MATIC Style,B,2018,10003,Diesel,Automatic,First,17.9 kmpl,2143 CC,170 bhp,5.0,59.77,5
883,Mahindra Scorpio VLX 2WD AT BSIV,F,2013,86000,Diesel,Automatic,First,11.79 kmpl,2179 CC,120 bhp,8.0,,4
884,Volkswagen Polo Diesel Highline 1.2L,F,2012,63000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,,3
885,Renault Koleos 2.0 Diesel,J,2013,65000,Diesel,Automatic,Second,13.73 kmpl,1995 CC,148 bhp,5.0,,4
886,Toyota Innova Crysta 2.7 GX MT,K,2012,70704,Petrol,Manual,First,11.25 kmpl,2694 CC,163.7 bhp,7.0,18.64,4
887,Mercedes-Benz GLA Class 200 CDI SPORT,H,2017,72524,Diesel,Automatic,Second,17.9 kmpl,2143 CC,136 bhp,5.0,,5
888,Tata Nano XTA,E,2016,24941,Petrol,Automatic,First,21.9 kmpl,624 CC,37.48 bhp,4.0,,2
889,Honda City i DTEC VX Option,C,2014,71000,Diesel,Manual,First,25.1 kmpl,1498 CC,98.6 bhp,5.0,,4
890,Honda City i-VTEC CVT VX,B,2015,30000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,15.29,4
891,Audi A4 2.0 TDI Premium Sport Limited Edition,E,2015,21979,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5.0,,5
892,Renault Duster 85PS Diesel RxL Plus,H,2014,77469,Diesel,Manual,First,20.45 kmpl,1461 CC,83.8 bhp,5.0,,3
893,Maruti Swift Dzire VDi,F,2009,88096,Diesel,Manual,Second,19.3 kmpl,1248 CC,73.9 bhp,5.0,,3
894,Maruti SX4 ZXI MT BSIV,E,2013,84360,Petrol,Manual,First,15.5 kmpl,1586 CC,103.3 bhp,5.0,,3
895,Audi A4 2.0 TDI Multitronic,J,2011,58000,Diesel,Automatic,First,16.55 kmpl,1968 CC,140 bhp,5.0,,4
896,Honda Amaze E i-Vtech,H,2015,51361,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,,3
897,Mahindra Bolero VLX BS IV,D,2011,99000,Diesel,Manual,Second,13.6 kmpl,2523 CC,63 bhp,7.0,,3
898,Mahindra TUV 300 2015-2019 T8,E,2017,56380,,Manual,First,18.49 kmpl,1493 CC,100 bhp,7.0,,4
899,Audi A4 35 TDI Premium Plus,H,2015,13506,Diesel,Automatic,First,18.25 kmpl,1968 CC,187.74 bhp,5.0,50.4,5
900,Honda Amaze SX i-DTEC,I,2014,45044,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,3
901,Maruti Alto K10 2010-2014 VXI,F,2011,81000,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5.0,,2
902,Hyundai i10 Era 1.1,D,2008,85445,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5.0,,1
